task_id,pair_type,pair_idx,grid_type,matrix_cluster,distance_to_centroid
69889d6e,train,1,output,2,5.636279225789867
0e671a1a,train,0,output,2,5.636740395250791
846bdb03,test,0,output,2,5.63767031344984
94414823,train,0,input,2,5.644183075229967
94414823,train,1,input,2,5.644183075229967
94414823,train,2,input,2,5.644183075229967
94414823,test,0,input,2,5.644183075229967
e9ac8c9e,train,2,output,2,5.645179724861546
99306f82,train,1,input,2,5.645368602801728
195ba7dc,train,3,output,2,5.64799752145849
ff72ca3e,train,3,output,2,5.650316668399823
6bcdb01e,train,1,input,2,5.6513649962137285
50a16a69,test,0,output,2,5.651424976979642
caa06a1f,train,2,output,2,5.651424976979642
423a55dc,train,0,input,2,5.654862241595898
3a301edc,train,3,output,2,5.6557642665301255
a5313dff,train,1,output,2,5.6557642665301255
ce22a75a,train,1,output,2,5.656823554481313
e50d258f,train,1,output,2,5.658112580587839
337b420f,train,2,output,2,5.6582108315079935
506d28a5,train,0,output,2,5.660226620153181
506d28a5,train,1,output,2,5.660226620153181
b15fca0b,train,4,output,2,5.661443878214566
626c0bcc,train,1,input,2,5.663484357904035
d4f3cd78,train,0,input,2,5.663484357904035
952a094c,train,2,input,2,5.663634716166662
952a094c,test,0,input,2,5.663634716166662
8abad3cf,test,0,output,2,5.664654815782591
6d75e8bb,train,2,input,2,5.666123211174027
1f0c79e5,train,3,output,2,5.666241817194988
e40b9e2f,test,0,output,2,5.666927496324387
6a11f6da,train,4,output,2,5.667333488224223
9110e3c5,train,2,input,2,5.671501530531896
db7260a4,train,4,output,2,5.67352080495285
7df24a62,train,2,input,2,5.675987297770962
69889d6e,train,0,output,2,5.67754012240403
d56f2372,train,0,output,2,5.678433098985584
6d1d5c90,train,2,output,2,5.680316136673977
952a094c,train,2,output,2,5.681963786524037
952a094c,test,0,output,2,5.681963786524037
bf89d739,train,1,output,2,5.682833934039393
46442a0e,test,0,output,2,5.683363705956742
aee291af,train,1,output,2,5.684928978488327
8fbca751,train,1,input,2,5.685323335229308
05269061,train,0,output,2,5.686671523827487
05269061,train,1,output,2,5.686671523827487
05269061,train,2,output,2,5.686671523827487
05269061,test,0,output,2,5.686671523827487
505fff84,train,4,output,2,5.687027367883748
ccd554ac,test,0,input,2,5.687027367883748
d4f3cd78,train,1,input,2,5.689655301952847
6a11f6da,train,3,output,2,5.690760588640296
b94a9452,train,1,output,2,5.6936297714356865
bbb1b8b6,train,0,output,2,5.6936297714356865
506d28a5,train,3,output,2,5.69601798582257
ea9794b1,train,0,output,2,5.696680379794939
ea9794b1,train,1,output,2,5.696680379794939
f76d97a5,train,0,input,2,5.696784121196534
fe9372f3,train,1,output,2,5.697201818839665
baf41dbf,train,1,input,2,5.697520459098436
868de0fa,train,1,input,2,5.698330575406171
47c1f68c,train,0,input,2,5.699932487017719
69889d6e,test,0,output,2,5.701857290284833
ea9794b1,train,3,output,2,5.702186959567987
846bdb03,train,3,output,2,5.703241686187937
25e02866,train,0,output,2,5.703582549536558
ad7e01d0,train,2,input,2,5.703582549536558
3cd86f4f,train,1,input,2,5.7071799526482705
337b420f,train,0,output,2,5.7136457616690945
b548a754,train,0,input,2,5.717184646645845
e3fe1151,train,1,input,2,5.7188975031147
e3fe1151,test,0,input,2,5.7188975031147
60c09cac,train,0,output,2,5.719737113517395
00dbd492,train,3,input,2,5.722651115207204
695367ec,train,2,input,2,5.722651115207204
b1fc8b8e,test,1,input,2,5.722651115207204
fc754716,train,2,output,2,5.722651115207204
a8610ef7,train,1,input,2,5.723430471263956
a78176bb,train,0,input,2,5.724916729359998
539a4f51,train,2,input,2,5.73080106886687
3428a4f5,train,3,output,2,5.733073870706756
b745798f,train,2,output,2,5.733625595090811
2dc579da,train,1,input,2,5.734919521392023
feca6190,train,0,output,2,5.735246319267514
d4f3cd78,test,0,input,2,5.736385467447402
d931c21c,train,1,input,2,5.736385467447402
d931c21c,train,1,output,2,5.736385467447402
d06dbe63,train,0,output,2,5.740558455886762
27f8ce4f,train,1,output,2,5.7430612834684
ff805c23,train,1,output,2,5.744637927386803
e633a9e5,train,1,output,2,5.745113922690786
ce039d91,test,0,output,2,5.747353520533721
4a1cacc2,train,3,input,2,5.748947469644141
902510d5,test,0,output,2,5.749173927702329
b0c4d837,train,3,input,2,5.750006596353829
8ba14f53,train,2,input,2,5.754119711162396
f9012d9b,train,1,input,2,5.75562881980502
7fe24cdd,test,0,output,2,5.755735423308944
a2fd1cf0,test,0,output,2,5.759803592335223
47c1f68c,train,2,input,2,5.759963683114414
6b9890af,train,0,input,2,5.760516583586635
00576224,train,1,output,2,5.7619774143928595
e3fe1151,train,0,input,2,5.773499487734735
e3fe1151,train,2,input,2,5.773508307850968
4a1cacc2,train,3,output,2,5.775424470516858
aee291af,train,0,output,2,5.775424470516858
fbf15a0b,test,0,output,2,5.775424470516858
af902bf9,train,0,output,2,5.776034618497446
e9ac8c9e,train,0,input,2,5.776034618497446
69889d6e,train,3,output,2,5.77606953527769
87ab05b8,train,0,output,2,5.77831235311701
87ab05b8,train,1,output,2,5.77831235311701
87ab05b8,train,2,output,2,5.77831235311701
87ab05b8,test,0,output,2,5.77831235311701
a2fd1cf0,train,2,output,2,5.782454282234277
e69241bd,train,0,input,2,5.783492283602203
bf89d739,train,3,output,2,5.783690625149137
2dee498d,test,0,output,2,5.78890311849534
47c1f68c,train,2,output,2,5.793954245803739
ce4f8723,train,2,output,2,5.794255069699609
ed98d772,test,0,output,2,5.7947166629737925
1f642eb9,test,0,input,2,5.7948079299749296
423a55dc,train,2,input,2,5.7948079299749296
423a55dc,train,4,input,2,5.7948079299749296
a5313dff,train,1,input,2,5.7948079299749296
d06dbe63,test,0,output,2,5.795312999795836
6bcdb01e,train,1,output,2,5.801069498034644
952a094c,train,1,input,2,5.802274879380856
539a4f51,train,1,input,2,5.804247286923464
bc4146bd,train,3,input,2,5.806552726316979
bbb1b8b6,train,6,output,2,5.814010706298841
952a094c,train,1,output,2,5.819934564395868
e9b4f6fc,train,2,output,2,5.820382178089305
cad67732,test,0,input,2,5.822055136872946
f5c89df1,train,2,input,2,5.822078872347577
539a4f51,train,0,input,2,5.8224177081438055
a1570a43,train,1,input,2,5.824630569540688
f25fbde4,train,0,output,2,5.826456870635271
e3fe1151,train,1,output,2,5.828797993137465
e3fe1151,train,2,output,2,5.828797993137465
e3fe1151,test,0,output,2,5.828797993137465
42f14c03,train,0,output,2,5.828910548052201
2697da3f,train,3,input,2,5.830108871641588
444801d8,train,1,input,2,5.830108871641588
aabf363d,test,0,input,2,5.830108871641588
aabf363d,test,0,output,2,5.830108871641588
626c0bcc,train,2,input,2,5.830230899010217
ce4f8723,train,1,output,2,5.830230899010217
4612dd53,train,2,output,2,5.830920919262026
7c008303,train,1,output,2,5.831969281380462
87ab05b8,train,1,input,2,5.838228110029817
cfb2ce5a,train,0,input,2,5.838841996214376
4347f46a,train,0,output,2,5.839549647026699
f5c89df1,train,2,output,2,5.839549647026699
feca6190,train,2,output,2,5.839714381902392
7df24a62,train,1,input,2,5.846930046918896
3a301edc,train,2,input,2,5.849782629218176
3befdf3e,train,0,input,2,5.849782629218176
3befdf3e,train,2,input,2,5.849782629218176
b548a754,train,1,input,2,5.849782629218176
b94a9452,train,1,input,2,5.849782629218176
bda2d7a6,train,1,input,2,5.849782629218176
bda2d7a6,train,2,output,2,5.849782629218176
d4a91cb9,train,1,output,2,5.851601363215892
d4a91cb9,test,0,output,2,5.851601363215892
a1570a43,train,0,input,2,5.854356762923351
e3fe1151,train,0,output,2,5.864841046869209
1f85a75f,test,0,output,2,5.866319788877644
bbb1b8b6,train,1,output,2,5.866319788877644
ccd554ac,train,1,output,2,5.866319788877644
cfb2ce5a,test,0,input,2,5.867876586151242
87ab05b8,train,0,input,2,5.86930657299977
7fe24cdd,train,1,output,2,5.869688769218182
22233c11,test,0,input,2,5.87100281552191
cf98881b,train,3,output,2,5.8744873590740685
4e469f39,train,0,input,2,5.87524813119612
49d1d64f,train,2,output,2,5.880280044276477
a68b268e,test,0,output,2,5.883089908715497
bc4146bd,test,0,input,2,5.883089908715497
e9b4f6fc,train,2,input,2,5.891342110074551
623ea044,test,0,output,2,5.89288066125385
4612dd53,test,0,output,2,5.89535779316521
6df30ad6,train,4,input,2,5.895539367228919
a1570a43,train,1,output,2,5.896384598431909
e681b708,train,0,input,2,5.896745465059151
e681b708,train,0,output,2,5.896745465059151
a1570a43,train,3,input,2,5.897795393556612
c8cbb738,train,1,output,2,5.899656702192206
6df30ad6,train,4,output,2,5.901072402088586
cfb2ce5a,train,2,input,2,5.90395796019634
80af3007,train,1,output,2,5.904221256601162
2013d3e2,train,1,input,2,5.905029689319359
05f2a901,train,0,output,2,5.907730826569318
cfb2ce5a,train,1,input,2,5.909420569690024
aabf363d,train,0,output,2,5.911062183121361
5e6bbc0b,train,1,input,2,5.915817451397328
cfb2ce5a,train,2,output,2,5.975908891974135
1190bc91,train,0,output,2,6.084139067086405
aaef0977,train,1,output,2,6.1161502833168395
6cf79266,train,2,input,2,6.283179210084364
e681b708,train,1,input,2,6.415183934525436
e681b708,train,1,output,2,6.415183934525436
aaef0977,test,0,output,2,6.453454196220871
6cf79266,test,0,input,2,6.745864785693639
2685904e,train,2,input,3,1.056036495492018
2685904e,train,4,input,3,1.056036495492018
c87289bb,train,1,output,3,1.1811846720264538
ce9e57f2,test,0,input,3,1.3665351710706621
2685904e,train,5,output,3,1.476866866707697
c87289bb,test,0,output,3,1.4777312401484324
a61f2674,train,0,input,3,1.5087833327569597
d9f24cd1,train,1,output,3,1.58252120052197
8eb1be9a,train,1,output,3,1.598936462371383
c87289bb,train,3,output,3,1.6633918174375937
007bbfb7,train,3,output,3,1.6939900720572099
2685904e,train,3,input,3,1.714881805381255
2b01abd0,train,2,input,3,1.8455946819527462
08ed6ac7,train,1,input,3,1.8463390237129078
1efba499,train,0,input,3,1.8730790169487181
c97c0139,test,0,input,3,1.9650832761466857
2b01abd0,train,0,input,3,1.98423583297505
8e1813be,train,0,input,3,2.130941992139557
08ed6ac7,train,1,output,3,2.1836398900585987
db7260a4,train,1,output,3,2.2670789641475544
d255d7a7,train,0,input,3,2.3008795405759392
e5c44e8f,train,1,output,3,2.320886414836046
3bdb4ada,train,1,output,3,2.331253384934295
90f3ed37,train,0,input,3,2.3548267996719394
c97c0139,train,0,input,3,2.3562169734567435
642248e4,train,2,output,3,2.3590892209377645
b527c5c6,train,1,input,3,2.3595135556231424
a61f2674,test,0,input,3,2.3634057762795004
7e2bad24,train,0,input,3,2.429487301265549
0a938d79,train,2,output,3,2.4733441130685847
f9a67cb5,train,1,input,3,2.4937261471175303
ac3e2b04,train,3,input,3,2.5052515584944506
8e1813be,train,2,input,3,2.54843315666933
d255d7a7,test,0,input,3,2.652272256802828
7e2bad24,test,0,output,3,2.6632948716003466
7e2bad24,test,0,input,3,2.6642147485016916
c87289bb,train,0,output,3,2.693370425871241
2685904e,train,1,output,3,2.6997420889487755
5d588b4d,test,0,input,3,2.717171054398023
73c3b0d8,test,0,input,3,2.717171054398023
a61f2674,test,0,output,3,2.717171054398023
17b80ad2,train,3,output,3,2.7277683751975115
1a07d186,train,1,output,3,2.7338579158006393
3bdb4ada,train,1,input,3,2.750701496554094
2685904e,test,0,output,3,2.797329913040996
2685904e,train,0,output,3,2.7981912135579745
253bf280,test,0,output,3,2.864984997191368
90f3ed37,train,0,output,3,2.873402630228005
3ee1011a,train,2,input,3,2.8982850027906317
8b28cd80,train,0,output,3,2.927801082160971
8b28cd80,train,3,output,3,2.9279912987209404
a61f2674,train,0,output,3,2.973426665639922
f83cb3f6,train,0,input,3,2.973426665639922
253bf280,train,4,output,3,3.002731781857852
08ed6ac7,test,0,input,3,3.0058715570933527
2685904e,train,5,input,3,3.0114490581248883
e4888269,train,0,input,3,3.0498197228856885
e4888269,train,0,output,3,3.0498197228856885
e4888269,train,1,input,3,3.0498197228856885
e4888269,train,1,output,3,3.0498197228856885
f5b8619d,train,0,output,3,3.0595660518118315
08ed6ac7,train,0,input,3,3.070874671344936
08ed6ac7,train,0,output,3,3.091481218328023
b15fca0b,test,0,input,3,3.128405136830963
2b01abd0,train,1,input,3,3.170061404352086
e4888269,train,2,input,3,3.1757365129089443
e4888269,train,2,output,3,3.1757365129089443
db7260a4,train,2,output,3,3.18395105173589
d255d7a7,train,2,input,3,3.1877016357248533
ac3e2b04,train,2,input,3,3.2217042224300587
08ed6ac7,test,0,output,3,3.2240625299011825
253bf280,train,3,output,3,3.2329323991356955
ce9e57f2,train,2,input,3,3.233755755360595
a61f2674,train,1,input,3,3.2401587258858235
2b01abd0,test,0,input,3,3.245438306546099
a61f2674,train,1,output,3,3.2558853832248253
0a938d79,train,1,output,3,3.265868484283523
3bd67248,train,2,input,3,3.2734302290525816
5207a7b5,train,2,input,3,3.2734302290525816
5207a7b5,test,0,input,3,3.2734302290525816
5d588b4d,test,1,input,3,3.2734302290525816
db3e9e38,test,0,input,3,3.2734302290525816
dd2401ed,train,3,input,3,3.2734302290525816
c87289bb,train,2,output,3,3.3059772001774332
f9a67cb5,train,2,input,3,3.332068181150265
2685904e,train,3,output,3,3.393135101783239
2685904e,train,4,output,3,3.400809973986268
8b28cd80,train,1,output,3,3.4132246220313602
ce9e57f2,test,0,output,3,3.467859868593765
7e2bad24,test,1,input,3,3.481067183861514
c444b776,train,0,input,3,3.486547745208606
253bf280,train,6,output,3,3.6116906923332874
85b81ff1,train,3,input,3,3.6500822402440223
85b81ff1,train,3,output,3,3.6500822402440223
85b81ff1,train,0,input,3,3.6526254242877747
85b81ff1,train,0,output,3,3.6526254242877747
85b81ff1,train,2,input,3,3.653528259679378
85b81ff1,train,2,output,3,3.653528259679378
85b81ff1,train,1,input,3,3.6553846330136497
85b81ff1,train,1,output,3,3.6553846330136497
85b81ff1,test,0,input,3,3.6553846330136497
85b81ff1,test,0,output,3,3.6553846330136497
2204b7a8,train,0,input,3,3.6957404904995177
2204b7a8,train,0,output,3,3.6957404904995177
2204b7a8,train,1,input,3,3.6957404904995177
2204b7a8,train,1,output,3,3.6957404904995177
2204b7a8,train,2,input,3,3.6957404904995177
2204b7a8,train,2,output,3,3.6957404904995177
22eb0ac0,train,0,output,3,3.6957404904995177
22eb0ac0,test,0,output,3,3.6957404904995177
642248e4,train,0,input,3,3.6957404904995177
d968ffd4,test,0,input,3,3.713559424635035
9b365c51,train,1,input,3,3.7501619104023245
1a07d186,test,0,output,3,3.761072135825621
2685904e,train,0,input,3,3.7648231120774165
2685904e,train,1,input,3,3.7648231120774165
2685904e,test,0,input,3,3.7648231120774165
84551f4c,test,1,output,3,3.7779596419821573
2b01abd0,train,2,output,3,3.8082437200758665
22eb0ac0,train,1,output,3,3.884596279630033
351d6448,train,0,output,3,3.884596279630033
3bd67248,test,0,input,3,3.884596279630033
53b68214,train,1,output,3,3.884596279630033
8d510a79,train,0,input,3,3.884596279630033
8d510a79,train,1,input,3,3.884596279630033
8d510a79,test,0,input,3,3.884596279630033
d47aa2ff,train,0,input,3,3.884596279630033
d47aa2ff,train,1,input,3,3.884596279630033
d47aa2ff,test,0,input,3,3.884596279630033
2685904e,train,2,output,3,3.9021187318704578
351d6448,train,0,input,3,3.930519821306913
8eb1be9a,train,1,input,3,3.974004049885381
0a938d79,train,0,output,3,3.990319305384039
2b01abd0,train,0,output,3,4.012405672044007
ce9e57f2,train,0,input,3,4.014507352020892
f9a67cb5,train,0,input,3,4.014507352020892
7d419a02,test,0,input,3,4.027930697971011
c444b776,train,0,output,3,4.060740704320448
2b01abd0,test,0,output,3,4.0672663741999795
e7b06bea,train,0,output,3,4.138612653940547
13713586,train,1,input,3,4.176140240530064
e4888269,test,1,input,3,4.200994694368086
e4888269,test,1,output,3,4.200994694368086
5ad8a7c0,train,0,output,3,4.211030358516462
673ef223,train,2,input,3,4.211030358516462
673ef223,test,0,input,3,4.211030358516462
7d419a02,train,2,input,3,4.215479120748925
ea32f347,train,2,input,3,4.253866157523189
ea32f347,train,2,output,3,4.26876588281533
d968ffd4,train,2,input,3,4.325348876986538
5d588b4d,train,0,input,3,4.340304933157217
73c3b0d8,train,1,input,3,4.340304933157217
84551f4c,train,0,output,3,4.355515667560423
508bd3b6,train,1,input,3,4.3564556464999225
642248e4,test,0,output,3,4.448728440137115
253bf280,train,0,output,3,4.467640655458132
ac605cbb,train,5,output,3,4.467640655458132
770cc55f,train,2,input,3,4.476362358328784
dbc1a6ce,train,1,output,3,4.494404711799868
ded97339,train,0,output,3,4.503154409521769
f9a67cb5,test,0,input,3,4.517949883280769
3ee1011a,test,0,input,3,4.542915851718662
891232d6,train,0,input,3,4.600346753259352
e7b06bea,train,0,input,3,4.600415866033152
7e2bad24,train,2,input,3,4.603090300143442
d9f24cd1,test,0,output,3,4.632320387182702
2b01abd0,train,1,output,3,4.637195698818926
beb8660c,train,1,input,3,4.692617255281185
d9f24cd1,train,0,output,3,4.723466890426801
9b365c51,train,2,input,3,4.73777173002901
ac3e2b04,train,1,input,3,4.770709768662841
ce9e57f2,train,2,output,3,4.810038639180653
c9f8e694,test,0,output,3,4.815654264390028
3f7978a0,test,0,output,3,4.831480990493386
ba26e723,test,0,input,3,4.834013233070127
beb8660c,test,0,input,3,4.839143257008449
29c11459,train,0,output,3,4.903024123999105
29c11459,train,1,output,3,4.903024123999105
13713586,train,0,input,3,4.914612906169133
253bf280,train,7,output,3,4.927188560288888
29c11459,test,0,output,3,4.9681944109059035
0a938d79,test,0,output,3,4.986371171601837
6ad5bdfd,train,1,input,3,4.995589283422912
963e52fc,train,2,output,3,5.005359125571703
834ec97d,train,2,output,3,5.007083468971621
17b80ad2,train,2,output,3,5.014308859197698
0a938d79,train,3,output,3,5.070425856856229
32e9702f,test,0,input,3,5.07436872531091
ea32f347,test,0,input,3,5.07436872531091
ea32f347,test,0,output,3,5.08686571835551
3ee1011a,train,0,input,3,5.111023230392246
ea32f347,train,1,output,3,5.111023230392246
d22278a0,train,3,output,3,5.112504562086639
17b80ad2,train,1,output,3,5.132105495797741
ea32f347,train,1,input,3,5.142827890544799
ea32f347,train,0,input,3,5.1591531358587215
9356391f,train,1,output,3,5.170407471079509
ea32f347,train,0,output,3,5.171445248226837
1a07d186,train,2,output,3,5.183627281313348
2204b7a8,test,0,input,3,5.208399688819827
ce9e57f2,train,1,input,3,5.2638835960737245
3f7978a0,train,2,output,3,5.287484404638073
c4d1a9ae,train,1,output,3,5.293052737507229
d47aa2ff,train,2,input,3,5.344063790889509
f83cb3f6,train,1,input,3,5.344063790889509
e98196ab,train,1,input,3,5.345540109529735
508bd3b6,train,2,input,3,5.352941903702717
ea32f347,train,3,input,3,5.358861610312542
ea32f347,train,3,output,3,5.370696661946993
f5b8619d,test,0,output,3,5.383496367875141
4093f84a,train,2,input,3,5.388651547795966
4093f84a,test,0,input,3,5.388651547795966
72a961c9,train,0,input,3,5.3910074718676135
3f7978a0,test,0,input,3,5.432991096762924
9b365c51,train,0,input,3,5.439112832798701
82819916,train,2,output,3,5.444003442376151
c9f8e694,train,1,input,3,5.444978773120243
5289ad53,test,0,input,3,5.475881629412747
c61be7dc,train,2,output,3,5.478034198635479
ce9e57f2,train,0,output,3,5.493181242784554
2204b7a8,test,0,output,3,5.495682100913473
9b365c51,test,0,input,3,5.502801709039374
770cc55f,test,0,input,3,5.506371981731845
8b28cd80,test,1,output,3,5.5148249938609775
a3325580,train,1,output,3,5.527588802536317
673ef223,train,0,input,3,5.535905766119739
72a961c9,train,1,input,3,5.565563737879927
4c177718,train,1,input,3,5.574475647121007
90f3ed37,test,0,output,3,5.592430939244518
72a961c9,train,2,input,3,5.600786561587171
c7d4e6ad,train,0,input,3,5.616386989987546
253bf280,train,2,output,3,5.627245411230496
90f3ed37,train,1,output,3,5.63479744378112
5207a7b5,train,1,input,3,5.634866713933824
53b68214,train,1,input,3,5.634866713933824
73c3b0d8,train,3,input,3,5.634866713933824
a3325580,train,2,output,3,5.634866713933824
a65b410d,test,0,input,3,5.634866713933824
d631b094,test,0,output,3,5.634866713933824
db3e9e38,train,0,input,3,5.634866713933824
72a961c9,train,3,input,3,5.638270796879372
c61be7dc,train,0,output,3,5.652196875124806
642248e4,train,1,output,3,5.660221706041852
846bdb03,train,1,input,3,5.668121788683908
351d6448,train,1,input,3,5.676329856333816
c9f8e694,test,0,input,3,5.702813808678721
891232d6,train,3,input,3,5.754864973073221
b15fca0b,train,3,input,3,5.776193176841685
82819916,train,2,input,3,5.7883819432289725
bc4146bd,train,2,output,3,5.795641801509202
7d419a02,train,0,input,3,5.802138356104379
d968ffd4,test,0,output,3,5.85317273300089
6df30ad6,train,2,input,3,5.861284180133362
6df30ad6,train,2,output,3,5.861284180133362
e048c9ed,train,2,input,3,5.861284180133362
e048c9ed,train,2,output,3,5.861284180133362
bc4146bd,test,0,output,3,5.872637629245708
770cc55f,train,0,input,3,5.8866448128333575
97999447,train,0,output,3,5.894899961049218
9356391f,test,0,output,3,5.8986445018710105
992798f6,train,0,output,3,5.940803467686123
e7b06bea,train,1,output,3,5.955479914755766
4c177718,train,0,input,3,5.962486707941613
1a07d186,train,0,output,3,5.9646254065901765
bc4146bd,train,1,output,3,5.983074858666938
9356391f,train,0,output,3,5.992391885440145
6ad5bdfd,train,2,input,3,6.000650044698269
73c3b0d8,train,0,input,3,6.012310726082382
c7d4e6ad,train,0,output,3,6.01501129069781
84551f4c,train,2,output,3,6.0288726912075825
c7d4e6ad,train,1,input,3,6.034435398536675
ac3e2b04,test,0,input,3,6.074634480209168
3ee1011a,train,1,input,3,6.103729721157394
ba26e723,train,3,input,3,6.1175700674259526
070dd51e,train,1,output,3,6.139839254822015
c074846d,test,0,input,3,6.144906371879951
cf133acc,train,2,input,3,6.175119735304652
c9f8e694,train,1,output,3,6.177728487379189
59341089,train,0,output,3,6.226610565403594
c92b942c,train,2,output,3,6.236121414437136
070dd51e,test,0,output,3,6.260738381346817
c803e39c,test,0,input,3,6.265782024357136
770cc55f,train,1,input,3,6.269818144963814
4c177718,train,3,input,3,6.290128794845891
4c177718,test,0,input,3,6.290320938367864
4c177718,train,2,input,3,6.290957032831486
4c177718,test,1,input,3,6.290957032831486
e048c9ed,test,0,output,3,6.311551910022331
017c7c7b,train,2,output,3,6.313893699137557
4852f2fa,train,3,output,3,6.313893699137557
30f42897,test,0,input,3,6.332890075461935
17b80ad2,train,0,output,3,6.3351540824317185
32e9702f,train,2,input,3,6.33554516188744
dbc1a6ce,test,0,output,3,6.344339354116418
c7d4e6ad,train,1,output,3,6.353132786897017
846bdb03,test,0,input,3,6.3544633891591245
d968ffd4,train,2,output,3,6.361211442530458
b782dc8a,train,0,input,3,6.364631841563381
642248e4,train,2,input,3,6.366149981013807
c62e2108,test,0,output,3,6.370544626640934
84551f4c,test,0,output,3,6.378284041100734
cd3c21df,train,1,input,3,6.378481657358854
90f3ed37,test,0,input,3,6.38013411693957
f15e1fac,train,1,output,3,6.39092957755675
ecdecbb3,train,2,input,3,6.391712276919102
cf133acc,train,1,input,3,6.400349427196195
72a961c9,test,0,input,3,6.4004578978114015
6ad5bdfd,train,0,input,3,6.4122661590987216
d255d7a7,train,1,input,3,6.42166825818279
cf133acc,test,0,input,3,6.4386946441740145
c7d4e6ad,test,0,output,3,6.454820339429484
12422b43,train,0,output,3,6.468479525221982
58e15b12,test,0,input,3,6.4783395462003375
ce9e57f2,train,1,output,3,6.4884982364513775
5b6cbef5,train,2,output,3,6.498455255656933
7d419a02,train,2,output,3,6.506525857307981
e048c9ed,train,1,input,3,6.508967203306762
e048c9ed,train,1,output,3,6.508967203306762
b782dc8a,train,0,output,3,6.511816459289623
62b74c02,test,0,output,3,6.522525700384898
834ec97d,test,0,output,3,6.545911192173035
ba26e723,train,0,input,3,6.573077328104752
bc4146bd,train,3,output,3,6.61278307896709
dd2401ed,train,0,output,3,6.614434390205648
dd2401ed,train,0,input,3,6.614742232038114
dd2401ed,train,2,input,3,6.614742232038114
dd2401ed,train,2,output,3,6.614742232038114
dd2401ed,train,3,output,3,6.614742232038114
bc4146bd,train,0,output,3,6.619520266999693
d687bc17,train,2,output,3,6.642764430871823
846bdb03,train,3,input,3,6.656515873170386
22a4bbc2,test,0,input,3,6.663676531321478
3f7978a0,train,0,output,3,6.667394074441679
3f7978a0,train,1,output,3,6.667394074441679
30f42897,test,0,output,3,6.668870126039488
891232d6,train,3,output,3,6.680142234379256
c7d4e6ad,test,0,input,3,6.68600387269575
84551f4c,train,1,output,3,6.688023791691796
22a4bbc2,test,0,output,3,6.697588374960645
f83cb3f6,train,1,output,3,6.7054354490353525
7d419a02,test,0,output,3,6.719789791216962
d8c310e9,train,0,output,3,6.72422490887284
13713586,test,0,input,3,6.762276512231539
c61be7dc,train,1,output,3,6.7774623152651055
e7b06bea,train,1,input,3,6.794452513460852
b8cdaf2b,test,0,input,3,6.806406032179715
7e2bad24,train,1,input,3,6.822555756796562
f5b8619d,train,1,output,3,6.823961993005974
3f7978a0,train,1,input,3,6.859815821170584
c1d99e64,train,0,input,3,6.864230645202895
d687bc17,test,0,output,3,6.866807138524881
abbfd121,train,1,output,3,6.867008644156692
8d510a79,train,0,output,3,6.868278864618801
22a4bbc2,train,0,input,3,6.875683937662534
13713586,train,2,input,3,6.88971768859703
22a4bbc2,train,0,output,3,6.908555184476266
67c52801,train,2,input,3,6.916040559474032
59341089,train,2,output,3,6.926532285158602
891232d6,test,0,input,3,6.930375003147296
e98196ab,train,2,input,3,6.94020181983799
e98196ab,test,0,input,3,6.946361772705646
33067df9,train,0,output,3,6.95007555585273
673ef223,train,1,input,3,6.953438224724883
5034a0b5,train,3,input,3,6.956371742038768
90f3ed37,train,1,input,3,6.958468900833484
e179c5f4,train,1,output,3,6.961364270409386
8e1813be,train,1,input,3,6.982842048652963
ac3e2b04,train,0,input,3,7.0042252821509505
2de01db2,train,0,input,3,7.008514529435451
f83cb3f6,train,0,output,3,7.020198295245336
4852f2fa,test,0,output,3,7.027994408525003
1fad071e,train,0,output,3,7.032479888169375
1fad071e,train,2,output,3,7.032479888169375
5207a7b5,train,0,input,3,7.032479888169375
5d588b4d,train,1,input,3,7.032479888169375
8be77c9e,train,2,output,3,7.032479888169375
a65b410d,train,2,input,3,7.032479888169375
bbc9ae5d,train,0,input,3,7.032479888169375
cd3c21df,train,1,output,3,7.032479888169375
d631b094,train,2,output,3,7.032479888169375
db3e9e38,train,1,input,3,7.032479888169375
8eb1be9a,train,0,input,3,7.038006726073179
e98196ab,train,0,input,3,7.03906510719753
b7999b51,train,1,input,3,7.066818338282341
fb791726,train,1,output,3,7.0669180308114266
d8c310e9,train,1,output,3,7.074516859908378
c87289bb,train,0,input,3,7.080572671956097
b1986d4b,train,2,output,3,7.081580314394959
56dc2b01,train,2,input,3,7.088726133339199
d22278a0,train,0,output,3,7.0914325562612195
ed98d772,train,4,output,3,7.092295470402407
cf133acc,train,0,input,3,7.109056381394498
7e4d4f7c,train,2,output,3,7.109399358190773
3cd86f4f,test,1,input,3,7.116419743950367
56dc2b01,train,0,input,3,7.129092381947086
62b74c02,train,0,output,3,7.129966618099899
58e15b12,train,2,input,3,7.138153297705744
c87289bb,train,2,input,3,7.140470602948459
963e52fc,test,0,output,3,7.140700912955272
67c52801,test,0,input,3,7.145514882266409
d5d6de2d,test,0,output,3,7.145631310018276
67c52801,train,2,output,3,7.1476204953186615
15696249,train,1,output,3,7.1499137953928855
15696249,train,2,output,3,7.1499137953928855
dbc1a6ce,train,2,output,3,7.150948788382265
12422b43,train,3,output,3,7.1512398870448965
f8a8fe49,train,0,output,3,7.165787758382752
d8c310e9,train,2,output,3,7.1732281996825975
d687bc17,train,1,output,3,7.183295912507714
2b9ef948,train,2,input,3,7.183414515227734
7e2bad24,train,2,output,3,7.190016973405192
